Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
140;Emil Audero;ITA;GK;Sampdoria;Serie A;26;1997;21;21;1890;21;0;0;0;0;0;0;0;0;0;0;23.9;36.3;65.7;743.9;548.6;3.52;3.52;100;9.62;9.71;99;10.7;22.7;47.1;0;0;0.57;0;0;0;36.3;24.9;11.1;3.48;0;0;0;0;0;0;0;0;23.9;0.24;0.1;0.19;0.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0.24;0;39;31.8;38.4;0.67;0;0;39;0;0;0;0;0;21.3;116.3;71.8;0;0;0;0.05;0;16.4;0;0.05;0;0;0;0.1;0;0;0;0;0;0.05;1.52;0.19;0;100
141;Tommaso Augello;ITA;DF;Sampdoria;Serie A;28;1994;20;18;1626;18.1;1;0.33;0.11;33.3;0.17;0.5;17.8;0;0;0;37.6;52.2;72;660.7;284.9;17;19;89.5;16.3;22.4;72.8;3.59;7.02;51.2;0.11;1.16;2.43;1.6;1.05;3.2;52.2;41.3;10.8;1.44;0;0.22;4.48;9.28;0.11;0;0.11;0;37.6;0.06;2.1;2.15;1.77;0.22;0.06;0.06;0;0.06;0.22;0.22;0;0;0;0;0;0.5;0.39;0.39;0.06;0.06;0.22;0.44;50;0.22;0.72;0.33;0.39;0.39;0.88;1.71;0.06;58.3;2.65;17.5;25.4;16.4;0.44;58.3;1.22;0.33;27.3;0.72;59.1;30.9;157.7;85.5;2.49;1.44;0.17;0.61;0.5;33.5;4.2;0.06;0;0;0.44;0.5;0.06;4.48;0.39;0;0;0;4.64;0.94;0.83;53.1
142;Ludwig Augustinsson;SWE;DF;Aston Villa;Premier League;28;1994;3;1;77;0.9;0;2.22;1.11;50;0;0;12.7;0;0;0;28.9;47.8;60.5;467.8;195.6;14.4;17.8;81.3;11.1;17.8;62.5;2.22;8.89;25;0;0;0;0;0;0;47.8;37.8;10;1.11;0;0;5.56;8.89;0;0;0;0;28.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.11;1.11;1.11;0;0;0;0;0;0;0;0;0;0;1.11;1.11;0;56.7;3.33;21.1;16.7;18.9;2.22;56.7;1.11;0;0;1.11;100;32.2;200;30;0;2.22;0;0;0;23.3;3.33;1.11;0;0;1.11;3.33;0;5.56;1.11;0;0;0;10;4.44;1.11;80
143;Ludwig Augustinsson;SWE;DF;Mallorca;La Liga;28;1994;1;1;71;0.8;0;0;0;0;0;0;0;0;0;0;26.3;37.5;70;361.3;131.3;18.8;20;93.8;6.25;11.3;55.6;1.25;6.25;20;0;1.25;0;0;0;0;37.5;30;7.5;0;0;0;3.75;7.5;0;0;0;0;26.3;0;0;1.25;1.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25;0;1.25;0;0;0;0;0;3.75;0;42.5;3.75;17.5;12.5;12.5;3.75;42.5;0;0;0;0;0;23.8;80;37.5;1.25;0;1.25;0;0;22.5;5;0;0;0;0;0;0;3.75;0;0;0;0;3.75;2.5;0;100
144;Serge Aurier;CIV;DF;Nott'ham Forest;Premier League;30;1992;14;12;1082;12;1;0.5;0.17;33.3;0.17;0.5;13.6;0;0;0;33.6;49.3;68.1;515.8;234.3;18.3;23.3;78.5;12.2;17.8;68.5;2.25;4.92;45.8;0;0.75;1.92;0.83;0.5;3.67;49.3;38.4;10.8;1.08;0.08;0;2.58;9.75;0;0;0;0;33.6;0.08;1.92;1.58;1.33;0.08;0;0;0.08;0.08;0;0;0;0;0;0;0;3.25;2;2.17;0.83;0.25;1.08;1.42;76.5;0.33;1.5;0.42;1.08;1.5;4.75;3.83;0;64.2;5.08;24.5;25.1;15.5;0.75;64.2;1.42;0.58;41.2;0.42;29.4;27.7;134.5;79.8;2.33;1.67;0;1.42;1.17;28.6;3.08;0.17;0;0;0.67;1.33;0;2.58;2;0;0;0;6.58;2.5;1.33;65.2
145;Mathias Autret;FRA;MFFW;Auxerre;Ligue 1;31;1991;19;15;1191;13.2;2;1.52;0.83;55;0.05;0.09;26;0.08;0.08;0.08;31.5;41.7;75.6;647;198.4;12;14.3;84.1;12.3;15.3;80.7;6.29;9.77;64.3;0.15;1.89;4.02;1.14;0.3;5.23;41.7;37;4.47;1.44;0.23;1.29;4.39;0.76;1.59;0.83;0.45;0;31.5;0.23;0.98;3.79;2.42;0.83;0.23;0.23;0;0.08;0.53;0.23;0.15;0;0.15;0;0;1.44;0.76;0.68;0.61;0.15;0.45;1.06;42.9;0.61;0.83;0.15;0.68;0.91;2.35;0.91;0;50;1.67;8.64;25.4;16.4;1.59;49.9;1.67;0.68;40.9;0.91;54.5;35.8;193.9;64.5;1.29;0.91;0.23;1.29;0.3;32.9;4.02;0;0;0;0.45;0.23;0.15;4.39;0.76;0;0;0;4.92;0.38;0.98;27.8
146;Ezequiel Ávila;ARG;FWMF;Osasuna;La Liga;29;1994;18;16;1161;12.9;7;3.1;1.4;45;0.13;0.28;22.2;0;0.16;0.23;15.3;27.3;56;316.5;85.1;7.21;10;72.1;4.34;7.67;56.6;3.49;6.98;50;0.16;1.24;1.47;1.63;0.93;2.02;27.3;25.2;1.94;0.54;0;1.24;4.19;0.47;0.54;0.31;0.23;0;15.3;0.16;0.93;2.48;1.78;0.08;0.08;0.31;0.16;0.08;0.16;0.08;0;0;0.08;0;0;0.39;0.23;0.16;0.16;0.08;0.31;1.16;26.7;0.85;0.47;0;0.47;0.47;0.85;0.7;0;38.4;0.78;3.8;14.5;20.2;3.26;38.1;1.63;0.78;47.6;0.78;47.6;21.9;104;37.1;1.16;0.85;0.39;2.4;1.24;27.1;4.88;0.39;0.08;0;0.85;2.17;0.85;4.19;0.23;0;0;0;3.1;2.02;2.71;42.6
147;Cédric Avinel;GLP;DF;Ajaccio;Ligue 1;36;1986;14;12;1102;12.2;1;0.16;0.08;50;0.5;1;1.2;0;0;0;32.1;37.5;85.6;630.7;220.4;9.43;10.4;90.6;18.6;20.3;91.5;3.69;5.82;63.4;0;0;0.66;0;0;1.56;37.5;36.5;1.07;1.07;0;0.08;0;0;0;0;0;0;32.1;0;0.16;0.25;0.08;0.08;0;0.08;0;0;0.08;0;0;0;0.08;0;0;0.66;0.25;0.33;0.33;0;0.25;0.33;75;0.08;0.9;0.66;0.25;0.82;1.48;4.1;0.08;45.2;5;24.9;20.2;0.25;0.08;45.2;0.08;0;0;0;0;29.4;155.5;74.7;0.16;0.08;0;0.16;0;27.4;0;0.08;0.08;0;0.57;0.08;0;0;0.25;0;0.16;0;4.1;1.48;0.9;62.1
148;Taiwo Awoniyi;NGA;FW;Nott'ham Forest;Premier League;25;1997;16;9;730;8.1;4;2.35;0.99;42.1;0.21;0.5;11.9;0;0;0;11.1;15.3;72.6;129.5;17;7.78;9.38;82.9;2.35;3.21;73.1;0.12;0.49;25;0;0.99;0.37;0.12;0;0.86;15.3;14.9;0.37;0;0.12;0;0.37;0.12;0;0;0;0;11.1;0;0.62;2.1;1.48;0;0.12;0.12;0.25;0.12;0.12;0;0;0;0.12;0;0;1.23;0.99;0;0.86;0.37;0.62;0.86;71.4;0.25;0.86;0.25;0.62;0.12;1.36;1.23;0;29.4;1.23;4.2;11.9;14;3.46;29.4;2.1;0.62;29.4;1.11;52.9;17.4;97.7;43.8;1.36;1.11;0.62;4.69;1.85;19;4.07;0;0;0;0.99;1.23;0.86;0.37;0.99;0;0;0;4.07;0.86;3.7;18.9
149;Mehmet-Can Aydin;GER;DF;Schalke 04;Bundesliga;21;2002;10;1;295;3.3;0;1.52;0;0;0;0;23.3;0;0;0;24.5;40.9;60;435.8;149.4;11.5;15.8;73.1;10;15.8;63.5;2.42;4.24;57.1;0;0.3;1.21;0;0;1.21;40.9;30.9;9.09;0.3;0.3;0;2.73;8.79;0;0;0;0;24.5;0.91;1.82;1.52;0.61;0.3;0;0.61;0;0;0;0;0;0;0;0;0;3.94;2.73;1.82;1.82;0.3;1.52;3.33;45.5;1.82;1.82;0;1.82;1.52;5.45;1.82;0;59.1;3.03;17.3;26.7;16.4;1.52;59.1;3.33;0.91;27.3;1.82;54.5;23.6;148.8;59.7;1.52;2.12;0.61;3.03;0.61;24.2;2.42;0;0;0;1.21;0.61;0;2.73;2.73;0;0;0;7.27;2.12;2.12;50
150;André Ayew;GHA;FW;Nott'ham Forest;Premier League;33;1989;2;0;29;0.3;0;0;0;0;0;0;0;0;0;0;6.67;6.67;100;60;16.7;6.67;6.67;100;0;0;0;0;0;0;0;0;0;0;0;0;6.67;3.33;3.33;0;0;0;0;0;0;0;0;0;6.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;0;0;3.33;0;3.33;3.33;100;0;0;0;0;0;3.33;3.33;0;13.3;3.33;3.33;10;0;0;13.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;0;0;0;0;0;0;0;3.33;6.67;33.3
151;Jordan Ayew;GHA;FWMF;Crystal Palace;Premier League;31;1991;22;18;1497;16.6;1;0.78;0.36;46.2;0.08;0.17;15.1;0;0;0;21.4;28.1;76.2;280.2;50.7;13.6;15.5;87.5;6.63;8.67;76.4;0.42;1.27;33.3;0.06;0.96;0.9;0.3;0.18;1.69;28.1;27.8;0.3;0.12;0.24;0;1.14;0.12;0;0;0;0;21.4;0;1.08;2.71;1.69;0;0.36;0.24;0.24;0.18;0.18;0.06;0;0;0.06;0.06;0;2.83;1.81;1.08;0.78;0.96;0.72;1.69;42.9;0.96;1.2;0.12;1.08;0.48;3.31;1.33;0;43.3;1.93;6.99;20.1;17.3;2.53;43.3;4.28;1.57;36.6;1.87;43.7;25.2;152.8;66;2.47;1.39;0.84;3.37;2.77;30;5.3;0.06;0;0;1.87;2.77;0.06;1.14;1.81;0;0;0;5.48;1.69;3.55;32.2
152;Kaan Ayhan;TUR;DF;Sassuolo;Serie A;28;1994;10;5;545;6.1;0;0.16;0.16;100;0;0;37.5;0;0;0;47.2;54.4;86.7;983.6;279;13.8;14.3;96.6;25.2;27.4;92.2;7.87;11.8;66.7;0;0;3.28;0;0;2.46;54.4;51;3.28;2.46;0;1.15;0;0.33;0;0;0;0;47.2;0.16;0.33;0.82;0.82;0;0;0;0;0;0;0;0;0;0;0;0;1.64;0.66;0.98;0.66;0;1.15;1.15;100;0;0.82;0.66;0.16;0.82;2.46;4.26;0.16;63.1;8.85;32.5;29.8;0.98;0;63.1;0;0;0;0;0;38.5;191.5;122;1.31;0.82;0;0;0.16;43.3;0;0.16;0;0;0.66;1.31;0;0;0.66;0;0;0;4.59;0.33;1.15;22.2
153;Luke Ayling;ENG;DF;Leeds United;Premier League;31;1991;14;7;704;7.8;0;0.9;0.13;14.3;0;0;18.3;0;0;0;33.1;49.2;67.2;533.6;270.3;18.8;23.2;81.2;10.5;15.6;67.2;3.21;6.54;49;0.13;0.51;3.33;1.15;0.51;4.1;49.2;39.1;9.87;0.51;0;0.64;2.18;9.36;0;0;0;0;33.1;0.26;1.79;1.67;1.41;0;0;0.13;0.13;0;0.13;0.13;0;0;0;0;0;3.33;1.79;2.44;0.38;0.51;1.67;3.21;52;1.54;2.18;0.77;1.41;1.54;4.87;2.18;0;62.8;2.82;20.6;26.9;16.3;2.18;62.8;2.05;0.9;43.8;1.03;50;25.9;124.4;59;1.54;0.38;0.26;1.41;0.51;29.5;4.74;0.13;0;0;0.9;1.92;0.13;2.18;1.79;0;0;0;6.92;3.08;2.95;51.1
154;Ayman Azhil;MAR;MF;Leverkusen;Bundesliga;21;2001;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;Sardar Azmoun;IRN;MFFW;Leverkusen;Bundesliga;28;1995;10;2;311;3.5;0;3.43;1.14;33.3;0;0;11.3;0;0;0;14.6;24.9;58.6;208.3;83.1;8.29;12.6;65.9;3.43;6;57.1;1.14;2.29;50;0;2;2.29;0.29;0;2.86;24.9;23.4;1.14;0;0;0;0;0.29;0;0;0;0;14.6;0.29;0.29;3.43;3.14;0;0;0;0;0.29;0;0;0;0;0;0;0;1.14;0.57;0.29;0.57;0.29;0.29;0.86;33.3;0.57;0.57;0;0.57;0.29;1.43;0.57;0;36.6;0.57;3.43;18.6;15.4;7.14;36.6;0.57;0.29;50;0.29;50;19.1;60;23.1;0.86;0.86;1.14;3.43;1.71;28.9;6.57;0.29;0;0;2.29;0;0.57;0;0.57;0;0;0;4;3.43;3.43;50
156;César Azpilicueta;ESP;DF;Chelsea;Premier League;33;1989;18;10;1023;11.4;0;0.44;0.09;20;0;0;20.5;0;0;0;54.6;67.7;80.6;811.1;282.7;30.6;33.2;92.3;21.9;27;81.2;1.14;4.82;23.6;0;0.79;2.28;1.23;0.26;4.74;67.7;56.3;11.1;2.11;0;0;1.49;9.04;0;0;0;0;54.6;0.26;0.96;1.49;1.49;0;0;0;0;0;0.09;0.09;0;0;0;0;0;2.28;1.32;1.32;0.7;0.26;1.32;1.67;78.9;0.35;1.67;0.35;1.32;1.23;3.51;3.6;0;78.6;5.61;27.8;32.1;19.1;1.23;78.6;0.79;0.44;55.6;0.35;44.4;37.3;160;93.9;1.32;1.05;0;0.61;0.26;47.5;4.82;0.26;0;0;1.49;0.35;0.09;1.49;1.32;0;0;0;3.86;1.93;1.32;59.5
157;Sanoussy Ba;GER;DF;RB Leipzig;Bundesliga;19;2004;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;Iddrisu Baba;GHA;MF;Mallorca;La Liga;27;1996;17;12;995;11.1;0;0.63;0;0;0;0;24.4;0;0;0;25.5;30.7;83;460;122.7;10.6;11.8;90.1;11.6;13;89.6;2.79;4.41;63.3;0;0.27;2.7;0.09;0;2.7;30.7;30;0.54;0.45;0;0.27;0;0.09;0;0;0;0;25.5;0.18;0.54;0.72;0.54;0;0;0;0.09;0.09;0;0;0;0;0;0;0;1.98;0.99;0.9;1.08;0;0.81;1.44;56.3;0.63;0.81;0.09;0.72;0.63;2.61;1.53;0;40.9;1.71;11;27.4;3.6;0.54;40.9;0.9;0.45;50;0.27;30;22.1;104.4;30.6;0.18;0.27;0;1.89;0.9;21.4;0.54;0.36;0;0;2.34;1.53;0;0;0.99;0;0;0;6.67;1.44;0.81;64
159;Sr?an Babi?;SRB;DF;Almería;La Liga;26;1996;18;17;1575;17.5;1;0.29;0.17;60;0.2;0.33;7;0;0;0;38.6;45.5;84.8;774.9;283.2;12.3;13.3;92.7;21.1;23.4;90;4.91;7.77;63.2;0;0.23;1.6;0.11;0.06;2.11;45.5;43.1;2.11;1.94;0;0.46;0.11;0.17;0;0;0;0;38.6;0.34;0.34;0.91;0.8;0;0;0.11;0;0;0.06;0;0;0;0.06;0;0;1.03;0.46;0.74;0.29;0;0.51;0.91;56.3;0.4;0.63;0.46;0.17;0.74;1.77;2.86;0;52.8;6.8;31;21;1.14;0.34;52.8;0.34;0.17;50;0.17;50;29.7;163.4;100.9;0.74;0.51;0;0.34;0.06;34.6;0.17;0.17;0;0;0.8;0.11;0;0.11;0.46;0;0;0;4.29;1.71;1.14;60
160;Loïc Bade;FRA;DF;Sevilla;La Liga;22;2000;6;5;448;5;0;0.2;0;0;0;0;10;0;0;0;68.8;76.8;89.6;1250.2;432.6;27.4;28.4;96.5;35.2;37.6;93.6;5.8;8.4;69;0;0.2;5.4;0;0;4.4;76.8;76;0.4;0.4;0;0;0.4;0;0;0;0;0;68.8;0.4;1.2;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;1.4;1.2;0.8;0.4;0.2;1;1.4;71.4;0.4;1;0.2;0.8;1.2;2.6;3.4;0;85.6;5.6;39.6;43.6;3.2;0.2;85.6;0.4;0.2;50;0;0;60.2;259.8;128.4;0.8;0.6;0;0;0.2;61.8;0.4;0;0;0;0.6;0.2;0;0.4;1.2;0;0;0;7.6;1.6;2;44.4
161;Loïc Bade;FRA;DF;Rennes;Ligue 1;22;2000;1;1;90;1;0;2;0;0;0;0;8.7;0;0;0;52;59;88.1;1163;396;8;10;80;35;36;97.2;9;13;69.2;1;1;2;0;0;3;59;59;0;0;0;0;0;0;0;0;0;0;52;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;2;3;0;67;7;35;31;2;2;67;0;0;0;0;0;51;277;100;0;0;0;0;0;51;0;1;0;0;3;1;0;0;1;0;0;0;4;2;2;50
162;Édgar Badía;ESP;GK;Elche;La Liga;31;1992;20;20;1800;20;0;0;0;0;0;0;0;0;0;0;20.3;28.3;7.17E+01;651.6;507.6;2.3;2.35;97.9;9.35;9.7;96.4;8.6;16.1;53.4;0;0;0.45;0;0;0;28.3;17.4;10.8;3.2;0;0;0;0;0;0;0;0;20.3;0.1;0;0.1;0.1;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;0.05;0;0.05;0;0;0.05;0.05;100;0;0;0.00E+00;0;0;0.05;0.55;0.1;31.6;29.5;31.6;0.05;0;0;31.6;0;0;0;0;0.00E+00;15.5;88.5;59;0;0;0;0.1;0;10.2;0;0.1;0;0;0.05;0.1;0;0;0;0;0.05;0;1.05;0.15;0;100
163;Benoît Badiashile;FRA;DF;Chelsea;Premier League;21;2001;4;4;360;4;0;1;0.25;25;0;0;7.8;0;0;0;81.5;89;91.6;1526;525.8;28.3;31;91.1;46;48.8;94.4;6.75;8.75;77.1;0;0.5;3.5;0.75;0;3.25;89;87.3;1.75;1.75;0;0.75;0;0;0;0;0;0;81.5;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0.5;1;0.5;0;0.75;1.25;60;0.5;0.25;0.25;0;1;2.5;5.5;0;99.5;14.3;54.3;44;2;1.25;99.5;0.25;0;0;0.25;100;65.5;321.8;200.5;1;0;0;0;0.25;74.5;0.25;0.25;0;0;0.5;0.5;0;0;0.5;0;0;0;5.5;4;1;80
164;Benoît Badiashile;FRA;DF;Monaco;Ligue 1;21;2001;11;9;839;9.3;2;0.54;0.32;60;0.4;0.67;16;0;0;0;43.3;50.3;86.1;892;368.2;13.2;14.7;89.8;22.6;25.3;89.4;6.45;8.92;72.3;0;0.11;4.95;0.32;0;4.19;50.3;48.9;1.4;1.4;0;0.54;0;0;0;0;0;0;43.3;0;0.22;0.43;0.22;0;0;0.22;0;0;0;0;0;0;0;0;0;1.08;0.86;0.65;0.43;0;0.54;1.08;50;0.54;0.97;0.65;0.32;1.83;2.9;4.3;0.11;61.1;8.82;25.8;34.8;1.4;0.75;61.1;0.11;0;0;0.11;100;43.2;227.7;119.8;0.32;0.32;0.11;0.32;0;37.5;0;0.32;0;0;1.08;0.43;0;0;0.86;0;0;0;7.2;2.26;0.75;75
165;Alex Baena;ESP;MFFW;Villarreal;La Liga;21;2001;18;10;1039;11.5;4;2.96;1.13;38.2;0.12;0.31;23.4;0;0;0;26.3;34;77.5;413.6;108.3;13.4;15.1;88.5;10;12.3;81.6;1.91;2.96;64.7;0.09;1.65;2.61;1.48;0.09;4.52;34;32.8;0.87;0.35;0.87;0.09;1.13;0;0.26;0.17;0;0;26.3;0.35;1.65;3.48;2.43;0;0.35;0.43;0.26;0;0.35;0.17;0;0;0.09;0.09;0;1.48;0.78;0.43;0.61;0.43;0.87;1.57;55.6;0.7;0.78;0.26;0.52;0.35;1.83;0.96;0;45.6;0.96;6.09;19.1;21.1;3.3;45.6;2.7;1.22;45.2;1.13;41.9;29.9;167.9;82.5;2.43;2.35;0.7;1.57;1.57;33.7;5.39;0.87;0.09;0.09;3.13;2.78;0.09;1.13;0.78;0.09;0.09;0;5.22;0;0.87;0
166;Jaime Báez;URU;DF;Cremonese;Serie A;27;1995;2;1;96;1.1;0;1.82;0;0;0;0;23.7;0;0;0;29.1;43.6;66.7;581.8;344.5;7.27;9.09;80;11.8;15.5;76.5;6.36;12.7;50;0;1.82;6.36;1.82;1.82;3.64;43.6;40;3.64;1.82;0;0;8.18;0;1.82;0;0.91;0;29.1;0;1.82;4.55;1.82;2.73;0;0;0;0;0;0;0;0;0;0;0;3.64;1.82;2.73;0;0.91;2.73;5.45;50;2.73;0;0;0;0;3.64;1.82;0.91;56.4;2.73;9.09;33.6;14.5;1.82;56.4;1.82;0.91;50;0;0;30.9;179.1;112.7;4.55;2.73;0;0.91;0;30.9;7.27;0;0;0;0.91;0.91;0.91;8.18;1.82;0;0;0;4.55;0.91;0;100
167;Leon Bailey;JAM;FWMF;Aston Villa;Premier League;25;1997;20;17;1317;14.6;4;2.4;0.82;34.3;0.11;0.33;17.1;0.14;0;0;16;25.8;62.2;258.9;64;8.7;11.4;76;4.66;7.12;65.4;1.78;3.97;44.8;0.14;1.23;0.89;0.89;0.68;1.37;25.8;23.8;1.99;0.27;0.21;0.34;4.79;0.34;1.03;0.82;0;0;16;0;1.23;2.74;1.64;0.14;0.48;0.41;0.07;0;0.27;0.14;0;0;0.14;0;0;0.75;0.34;0.27;0.41;0.07;0.21;0.75;27.3;0.55;0.62;0;0.62;0.21;0.96;0.41;0;38.5;0.55;3.97;13.5;21.9;3.84;38.5;5;1.85;37;2.74;54.8;24.2;189.9;76.5;3.7;1.64;1.71;2.33;2.67;26.6;8.36;0.27;0;0;1.37;0.89;0.55;4.79;0.34;0;0;0;3.15;1.1;2.47;30.8
168;Eric Bailly;CIV;DF;Marseille;Ligue 1;28;1994;7;3;351;3.9;0;0.51;0;0;0;0;15.3;0;0;0;36.2;43.1;83.9;727.7;275.6;11.8;13.8;85.2;16.7;19.5;85.5;7.18;8.72;82.4;0;0;2.31;0;0;1.28;43.1;39.7;3.33;2.82;0;0;0;0.51;0;0;0;0;36.2;0;0.51;0.51;0.51;0;0;0;0;0;0;0;0;0;0;0;0;1.79;1.54;0.51;1.03;0.26;1.03;1.03;100;0;2.05;1.54;0.51;2.31;4.1;2.31;0;55.6;5.38;24.4;27.2;4.36;2.05;55.6;0.77;0.51;66.7;0.26;33.3;31.5;187.9;89;0.51;0.51;0;1.28;0.26;28.7;0.77;0.26;0;0;2.05;0.77;0;0;1.54;0;0;0;5.64;2.56;2.31;52.6
169;Dénys Bain;FRA;DF;Auxerre;Ligue 1;29;1993;2;1;126;1.4;0;0;0;0;0;0;0;0;0;0;37.1;40;92.9;649.3;197.1;12.9;12.9;100;22.9;25.7;88.9;1.43;1.43;100;0;0;0.71;0;0;2.14;40;39.3;0.71;0.71;0;0.71;0;0;0;0;0;0;37.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.86;2.14;2.14;0.71;0;0.71;1.43;50;0.71;1.43;0.71;0.71;1.43;4.29;2.86;0;50;10.7;30;20;0;0;50;0.71;0.71;100;0;0;34.3;210;97.9;0;0;0;0;0;31.4;0;0;0;0;1.43;0.71;0;0;2.14;0;0;0;3.57;2.14;0.71;75
170;Brandon Baiye;BEL;MF;Clermont Foot;Ligue 1;22;2000;7;0;51;0.6;0;0;0;0;0;0;0;0;0;0;45;53.3;84.4;693.3;200;23.3;25;93.3;16.7;21.7;76.9;3.33;3.33;100;0;1.67;1.67;0;0;3.33;53.3;48.3;5;5;0;0;0;0;0;0;0;0;45;0;0;3.33;3.33;0;0;0;0;0;0;0;0;0;0;0;0;5;3.33;3.33;1.67;0;3.33;5;66.7;1.67;1.67;0;1.67;1.67;6.67;5;0;70;8.33;16.7;40;13.3;1.67;70;1.67;1.67;100;0;0;45;265;90;0;0;0;1.67;1.67;40;0;0;0;0;0;0;0;0;3.33;0;0;0;3.33;0;1.67;0
171;Stefan Bajcetic;ESP;MF;Liverpool;Premier League;18;2004;5;2;194;2.2;1;0.91;0.45;50;0.5;1;13.1;0;0;0;37.7;47.3;79.8;557.3;153.2;22.7;26.8;84.7;10;12.7;78.6;3.18;5.45;58.3;0;0.91;3.64;0.91;0.45;4.55;47.3;45.9;1.36;1.36;0;0;1.82;0;0;0;0;0;37.7;0;0.45;3.64;2.27;0.45;0.45;0;0.45;0;0.45;0;0;0.45;0;0;0;1.36;0.91;0;0.91;0.45;0.91;3.18;28.6;2.27;1.36;0;1.36;1.82;3.18;0.91;0;60;1.36;10;36.8;13.6;0.91;60;3.64;1.36;37.5;0.91;25;30.9;159.5;75.9;1.36;0.45;0;0.91;0.91;36.8;0;0.45;0;0;1.82;2.27;0;1.82;0.91;0;0;0;8.64;1.82;1.36;57.1
172;Nedim Bajrami;ALB;MFFW;Empoli;Serie A;23;1999;19;8;941;10.5;1;2;0.67;33.3;0.05;0.14;24.1;0.57;0;0;24.8;33.1;74.7;377.9;126;14.2;17.3;81.9;7.52;9.14;82.3;1.9;4.1;46.5;0.1;1.43;1.81;0.57;0;2.76;33.1;29;4.1;0.86;0;0.38;3.33;0.76;1.71;0.95;0.48;0;24.8;0;0.76;3.71;2.57;0.76;0.19;0.1;0.1;0;0.38;0.19;0;0.1;0;0.1;0;0.76;0.38;0.29;0.29;0.19;0.38;0.57;66.7;0.19;0.48;0;0.48;0.67;1.43;0.38;0;43.5;0.1;6.29;17.6;20.9;2.57;43.5;2.86;0.95;33.3;1.71;60;25.4;181;75;2;2;0.95;2.29;1.62;29;4.48;0.1;0;0;0.57;0.57;0.29;3.33;0.38;0;0;0;4.67;0.19;0.67;22.2
