Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
757;Anastasios Donis;GRE;FWMF;Reims;Ligue 1;25;1996;13;3;370;4.1;0;2.44;0.24;10;0;0;19.7;0;0;0;12.4;22.7;54.8;205.6;36.3;6.34;8.29;76.5;3.66;8.29;44.1;1.46;3.41;42.9;0;1.22;0.73;0.73;0;0.98;22.7;22;0.73;0.24;0;6.1;0.98;4.39;0;0;0;0;11.5;6.83;4.39;6.59;14.1;0.98;0.49;0;12.4;0.24;0.49;2.2;1.22;1.22;1.22;0;0;0;0;0;0;0;0;0;0;0;0;2.44;1.71;0.98;0.98;0.49;0.24;0.98;25;0.73;19;5.85;30.8;4.63;8.05;6.34;1.22;0;0;1.22;0.73;3.17;0.24;0;38.8;0.73;5.37;15.9;23.7;5.12;38;1.71;3.9;43.8;1.95;0;30.2;242.4;170.7;7.8;2.68;2.2;2.68;3.17;42;27.8;66.3;8.05;0;0.24;0;2.2;0.73;1.95;4.39;1.71;0;0;0;4.88;0.49;1.71;22.2
758;Gianluigi Donnarumma;ITA;GK;Paris S-G;Ligue 1;23;1999;17;17;1530;17;0;0;0;0;0;0;0;0;0;0;25.1;27.5;91.2;543.4;282.1;7.71;7.76;99.2;11.5;11.8;97.5;5.53;7.59;72.9;0;0;0;0;0;0;27.5;20.6;6.82;0.94;0;2.29;0.35;0;0;0;0;0;21.6;1.71;4.18;3.35;17.6;0.18;0.06;6;25.1;0;0.29;0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;29.4;25.9;29.3;0.12;0;0;22.6;0.06;0.06;100;0.06;0;13.4;48.3;25.6;0;0;0;0;0.12;13.4;13.2;98.7;0;0.18;0;0;0;0.12;0;0;0;0;0;0;3.82;0;0;0
759;Niklas Dorsch;GER;MF;Augsburg;Bundesliga;24;1998;30;27;2324;25.8;0.04;0.47;0.04;8.3;0.08;1;28.2;0;0;0;35.5;42.6;83.2;816.1;216.2;10.7;12.2;87.6;15.9;17.6;90.3;8.14;11.4;71.4;0;0.47;2.71;0.31;0.08;3.06;42.6;39.4;3.26;2.48;0.04;8.72;3.14;0.08;0.66;0.19;0.43;0;29.4;3.68;9.57;4.5;35.6;1.71;0.08;0.08;35.5;0.19;0.97;1.09;0.85;1.32;0.81;0.23;0;0.04;0.04;0.19;0.12;0.12;0;0;0;0;0;3.29;2.09;1.94;1.2;0.16;0.85;1.78;47.8;0.93;19.7;5.74;29.1;8.53;10.1;1.09;1.9;0.5;0.04;1.4;2.48;5.78;1.4;0.04;53.3;3.37;19;32;5.58;0;50.5;0.97;1.4;69.4;1.01;0;35;176.4;68.8;1.78;0.47;0;0.39;1.05;30.5;28.3;92.7;0.35;0.31;0;0;2.48;2.25;0;0.08;2.09;0;0;0;11.8;0.81;0.62;56.8
760;Gabriel Dos Santos;BRA;DF;Arsenal;Premier League;24;1997;35;35;3063;34;0.15;0.88;0.35;40;0.17;0.42;11;0;0;0;52.8;58.9;89.7;1089.9;295.1;15.7;16.6;94.7;29.5;31;95.1;7.03;10.3;68.3;0;0.24;3.26;0.03;0;2.44;58.9;57.1;1.74;1.06;0.03;5.24;1.12;0.12;0;0;0;0;48.6;4;6.29;51.4;4.24;1.91;0.12;0.29;52.8;0.18;0.85;0.74;0.38;0.65;0.59;0;0;0.03;0;0.03;0.03;0.03;0;0;0;0;0;1.68;1.09;1.15;0.41;0.12;0.68;1.03;65.7;0.35;6.53;2.53;38.7;3.85;2.26;0.41;1.44;0.82;0;0.62;1.15;2.82;3.44;0.09;67.6;10.9;35.1;34.5;3.15;1.24;66.1;0.09;0.09;100;0.09;0;47.4;289.6;162.3;4.24;0.71;0;0.24;0.09;51.3;50.1;97.7;0.24;0.24;0.03;0.03;0.71;1.26;0.03;0.12;1.09;0;0;0;7.35;2;1.12;64.2
761;Jodel Dossou;BEN;FW;Clermont Foot;Ligue 1;30;1992;35;23;2008;22.3;0.13;2.38;0.72;30.2;0.06;0.19;17.1;0;0;0;18.6;25.7;72.3;271.7;78.1;10.9;13.1;83.3;5.92;8.07;73.3;1.08;2.02;53.3;0.04;1.03;1.61;1.03;0.54;2.29;25.7;25.2;0.49;0.04;0;5.7;0.58;2.2;0.04;0;0;0;20.4;3.32;1.97;1.48;22.8;0.45;0.4;0.27;18.6;0.04;0.67;1.26;1.75;2.47;1.61;0;0.4;0.18;0.22;0.04;0.18;0.04;0;0.09;0.04;0;0;1.39;1.03;0.67;0.45;0.27;0.4;1.7;23.7;1.3;16.8;4.75;28.3;4.17;7.31;5.29;1.21;0;0;1.21;0.49;1.88;0.27;0;39.9;0.58;5.52;17.2;20.9;4.53;39.4;1.88;3.45;54.5;1.97;0.04;32.1;180.4;118.3;6.55;1.75;1.66;2.78;2.6;39.8;29.6;74.4;6.59;0.18;0;0;1.26;1.93;0.63;2.2;1.03;0.04;0;0;5.34;0.31;0.85;26.9
762;Lucas Douath;FRA;MF;Saint-Étienne;Ligue 1;18;2003;31;20;1804;20;0.05;0.6;0.1;16.7;0.08;0.5;16.1;0;0;0;38.2;43.1;88.6;723.4;144.1;15.8;17.7;89;16.1;17.4;92.5;5.4;6.45;83.7;0;0.4;3.4;0.2;0.05;2.2;43.1;42;1.05;0.65;0;7.95;1.8;0.4;0;0;0;0;33.5;4.4;5.15;4.95;34.7;1.95;0.4;0.3;38.2;0.05;0.75;0.9;0.55;1.3;1.05;0.05;0.1;0;0;0.1;0;0;0;0;0;0;0;2.9;1.85;1.45;1.25;0.2;0.65;1.55;41.9;0.9;22.8;7.35;32.2;8.3;11.6;2.9;1.35;0.15;0;1.2;1.35;4.25;0.65;0.05;53;1.95;14.4;33.5;9.4;0.65;52.2;0.9;1.5;60;1;0;38.2;236.2;103.3;3.9;1.2;0.1;1.15;1.1;36.6;33.6;91.9;1.2;0.35;0;0;2;1.4;0;0.4;1.85;0;0.05;0;11.3;0.9;1.05;46.2
763;Lohann Doucet;FRA;MF;Nantes;Ligue 1;19;2002;2;0;6;0.1;0;0;0;0;0;0;0;0;0;0;60;90;66.7;1760;180;20;40;50;10;20;50;30;30;100;0;0;0;0;0;10;90;90;0;0;0;10;20;0;0;0;0;0;70;0;20;30;60;0;0;0;60;0;0;10;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;10;50;0;20;0;0;0;0;0;10;10;10;0;110;0;10;100;0;0;110;0;0;0;0;0;50;250;130;10;0;0;0;0;50;50;100;0;0;0;0;0;0;0;0;0;0;0;0;40;0;10;0
764;Abdoulaye Doucouré;MLI;MF;Everton;Premier League;29;1993;30;29;2537;28.2;0.07;1.21;0.35;29.4;0.06;0.2;17.3;0;0;0;31.1;38.8;80.1;522.8;111.8;15.2;17.7;85.8;12.4;14.9;83.3;2.62;3.97;66.1;0.14;0.74;2.87;0.82;0.04;3.23;38.8;38.2;0.67;0.43;0.07;8.79;0.43;0.28;0;0;0;0;28.5;5.67;4.61;3.83;31.5;1.99;0.07;0.18;31.1;0.07;0.6;1.56;1.17;1.88;1.7;0;0.07;0.07;0;0.04;0.25;0.18;0;0.04;0.04;0;0;2.7;1.6;1.31;1.28;0.11;0.92;2.48;37.1;1.56;23.3;6.35;27.3;8.79;10.9;3.55;1.49;0.28;0;1.21;1.45;4.15;1.17;0;49.3;2.62;12.4;26.6;12.9;1.74;48.7;0.67;1.38;48.7;0.71;0;29.2;145.2;79.6;3.12;1.1;0.25;1.06;0.67;32.5;27.6;85;2.16;0.21;0;0;1.91;0.71;0.04;0.28;1.6;0;0;0;12.6;1.56;1.84;45.8
765;Cheick Doucouré;MLI;MF;Lens;Ligue 1;22;2000;34;33;2946;32.7;0.03;0.95;0.34;35.5;0.03;0.09;22.1;0;0;0;52;59.3;87.6;973.3;239;21.5;23.8;90.3;23.7;26.2;90.4;6.12;7.77;78.7;0.12;1.16;5.72;0.76;0;6.27;59.3;58.4;0.89;0.83;0.31;9.66;1.22;0.09;0;0;0;0;48.3;5.5;5.57;3.43;52.9;1.93;0;0.43;52;0.12;0.52;2.11;0.86;2.63;2.26;0;0.06;0.09;0.09;0.12;0.21;0.15;0;0;0.06;0;0;2.63;2.05;1.35;1.04;0.24;0.8;2.02;39.4;1.22;15.2;5.5;36.2;5.87;7.61;1.71;0.95;0.21;0;0.73;2.26;4.89;0.58;0;68;2.02;14.1;47.4;11.7;0.61;67.4;0.8;1.13;70.3;0.86;0;46.1;262;143.6;6.88;2.02;0.06;0.7;0.73;52.8;50.3;95.2;1.68;0.21;0.03;0;1.44;0.89;0;0.09;2.05;0;0;0;9.14;0.67;0.73;47.8
766;Fodé Doucouré;MLI;DF;Reims;Ligue 1;21;2001;3;1;154;1.7;0;0.59;0;0;0;0;22;0;0;0;33.5;47.1;71.3;584.7;271.8;14.7;17.6;83.3;15.9;18.2;87.1;2.94;8.82;33.3;0;0.59;0.59;0.59;0;2.94;47.1;38.2;8.82;0;0;7.06;0;1.76;0;0;0;0;24.7;14.1;8.24;7.06;28.2;2.94;8.82;0;33.5;0;1.18;4.12;2.35;0.59;0.59;0;0;0;0;0;0;0;0;0;0;0;0;7.06;3.53;5.88;1.18;0;1.76;4.71;37.5;2.94;19.4;8.24;42.4;10.6;7.06;1.76;2.35;0;0;2.35;2.94;10;2.35;0;62.4;4.71;24.7;27.6;13.5;0;53.5;1.18;1.18;100;1.18;0.59;31.8;109.4;67.1;1.18;1.18;0;0.59;0.59;32.4;27.6;85.5;0.59;0;0;0;0.59;0.59;0;1.76;3.53;0;0;0;8.24;0.59;2.35;20
767;Ismaël Doukouré;FRA;DF;Strasbourg;Ligue 1;18;2003;1;0;17;0.2;0;0;0;0;0;0;0;0;0;0;5;15;33.3;115;0;0;5;0;5;5;100;0;5;0;0;0;0;0;0;0;15;15;0;0;0;5;0;0;0;0;0;0;5;5;5;0;10;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;15;0;0;0;0;0;0;0;10;0;30;10;25;10;0;0;30;0;0;0;0;0;5;25;25;0;0;0;0;0;15;15;100;0;0;0;0;0;0;0;0;0;0;0;0;5;10;15;40
768;Kamory Doumbia;FRA;MFFW;Reims;Ligue 1;19;2003;8;2;352;3.9;0.51;1.03;0.51;50;0.5;1;15.9;0;0;0;35.4;43.3;81.7;674.1;195.1;15.1;17.7;85.5;14.1;16.9;83.3;5.13;6.92;74.1;0.26;1.28;4.62;0.77;0.51;3.85;43.3;40.8;2.56;1.03;0.26;8.72;2.05;0.77;1.54;0.77;0.26;0.26;31.5;4.62;7.18;6.15;34.1;2.31;0;0;35.4;0.26;1.28;1.79;1.03;2.05;1.54;0.51;0;0;0;0;0.26;0.26;0;0;0;0;0;2.82;1.79;1.03;1.28;0.51;0.77;3.08;25;2.31;21.5;6.15;28.6;7.18;9.49;4.87;2.31;0.77;0;1.54;2.82;5.64;0.77;0;62.1;2.31;16.2;32.8;19;2.56;59.5;1.03;2.31;44.4;1.03;0;41.8;191.8;111.3;5.13;1.28;0.77;4.62;2.31;47.2;41.8;88.6;5.9;0.26;0;0;0.51;1.28;0.26;0.77;1.79;0;0;0;7.69;1.03;1.28;44.4
769;Moussa Doumbia;MLI;FW;Reims;Ligue 1;27;1994;4;0;86;1;0;3;2;66.7;0;0;24.1;0;0;1;27;36;75;411;134;18;21;85.7;8;11;72.7;1;2;50;0;0;1;2;0;4;36;33;3;1;0;7;0;1;1;1;0;0;27;5;4;3;30;1;0;2;27;0;1;1;2;5;4;0;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;16;4;25;0;9;7;0;0;0;0;0;0;0;0;52;0;3;19;31;7;48;0;1;0;0;0;41;172;73;5;0;1;6;2;56;43;76.8;9;0;0;0;0;4;1;1;0;0;0;0;5;0;4;0
770;Souleyman Doumbia;CIV;DF;Angers;Ligue 1;25;1996;27;27;2219;24.7;0;0.57;0.12;21.4;0;0;20.1;0;0;0;37;44.6;83;599.5;178;19.4;21.2;91.2;15.1;17.4;86.5;2.19;4.05;54;0.04;0.65;1.42;0.69;0.49;2.23;44.6;37.1;7.49;0.28;0;5.51;0.4;1.78;0;0;0;0;30.9;9.19;4.57;30.9;5.3;0.73;7.21;0.08;37;0.08;0.61;1.42;1.78;1.42;1.17;0;0.12;0;0.08;0.04;0.08;0.08;0;0;0;0;0;1.3;0.93;0.61;0.45;0.24;0.53;1.26;41.9;0.73;10.7;2.55;23.9;3.6;4.62;2.47;2.35;0.16;0;2.19;2.23;3.52;1.42;0.04;57.3;2.79;17;28.4;16.5;1.58;50;1.94;3.32;58.5;2.06;0.12;38.6;208.9;122.1;5.1;1.5;0.4;1.62;1.82;38.7;35.9;92.9;2.83;0.4;0.04;0;0.89;1.09;0.04;1.78;0.93;0;0.08;0;5.38;0.69;0.65;51.5
771;Kieran Dowell;ENG;FWMF;Norwich City;Premier League;24;1997;19;11;912;10.1;0.1;0.79;0.2;25;0.13;0.5;22.1;0.3;0;0;23.3;33.9;68.7;395.8;114.4;12.3;15;81.6;7.52;9.9;76;2.67;6.53;40.9;0.1;1.58;1.78;1.49;0.59;2.38;33.9;30.9;2.97;1.09;0.3;7.03;1.49;1.98;1.58;1.19;0.3;0;22.2;3.47;8.22;25.7;5.05;1.49;0;0.4;23.3;0.2;0.5;1.78;1.78;2.28;1.78;0.5;0;0;0;0;0.1;0.1;0;0;0;0;0;1.68;0.69;0.59;0.79;0.3;0.79;3.17;25;2.38;26.7;4.85;18.1;6.63;12;8.12;0.99;0.1;0;0.89;0.89;2.57;0.2;0;41.7;0.59;6.44;18.7;19.4;1.68;38.5;0.4;0.89;44.4;0.5;0;26.5;124.3;54.9;2.57;1.09;0.3;1.39;1.49;40;28.9;72.3;5.05;0;0;0;2.57;0.4;0;1.98;0.69;0;0;0;4.85;1.29;2.77;31.7
772;Bart?omiej Dr?gowski;POL;GK;Fiorentina;Serie A;24;1997;7;7;556;6.2;0;0;0;0;0;0;0;0;0;0;43.7;55.5;78.8;1265.8;623.4;6.45;6.45;100;18.4;18.9;97.4;18.5;29.8;62.2;0;0;0.65;0;0;0;55.5;47.9;7.58;1.29;0;3.55;2.26;0;0;0;0;0;34.2;2.42;18.9;5.65;45.2;0;0;3.71;43.7;0.16;2.1;0.32;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16;0;0;0.16;0;0;0;0;0;0;0;0;0;0;59.4;44.8;59.2;0.65;0;0;51.8;0;0;0;0;0;39.8;186;98.1;0;0;0;0;0;41;41;100;0;0;0.16;0;0;0.16;0;0;0;0;0;0;4.52;0;0;0
773;Radu Dr?gu?in;ROU;DF;Salernitana;Serie A;20;2002;7;5;488;5.4;0;0;0;0;0;0;0;0;0;0;24.1;29.3;82.3;517;179.4;7.59;8.7;87.2;11.5;13;88.6;4.63;6.3;73.5;0;0.19;0.74;0;0;1.11;29.3;25.7;3.52;2.78;0;4.07;0.19;0;0;0;0;0;19.6;3.7;5.93;1.85;23.9;1.48;0.74;0.37;24.1;0;0.56;1.11;0.74;0.37;0.37;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0.74;0.93;0.19;0.19;0.37;1.48;25;1.11;9.44;2.96;31.4;5.37;3.52;0.56;1.67;0.74;0;0.93;3.89;5.19;3.7;0;39.6;7.22;22.2;17.8;2.22;0.74;36.3;0;0;0;0;0;19.3;120.2;42.2;0.74;0.19;0.19;0.19;0.19;19.1;18.5;97.1;0.56;0.19;0;0;0.56;0.93;0;0;0.74;0;0;0;7.04;1.3;2.04;38.9
774;Radu Dr?gu?in;ROU;DF;Sampdoria;Serie A;20;2002;13;4;620;6.9;0;0.43;0;0;0;0;17.1;0;0;0;25.9;37.4;69.4;578.3;222.9;5.8;8.26;70.2;14.2;18.8;75.4;5.51;9.42;58.5;0;0.43;1.45;0.43;0.14;1.74;37.4;30.6;6.81;1.3;0;4.49;0.43;0.43;0;0;0;0;18.7;6.38;12.3;2.32;24.2;3.62;5.51;0;25.9;0.14;1.01;0.72;0.87;0.58;0.43;0.14;0;0;0;0;0;0;0;0;0;0;0;0.87;0.29;0.58;0.29;0;0.43;1.01;42.9;0.58;13.8;4.35;31.6;6.96;5.94;0.87;2.03;0.58;0;1.45;1.88;2.75;4.2;0;47;6.09;21.6;20.3;6.96;0.29;40.1;0;0;0;0;0;21;137.5;66.5;2.32;0.72;0;0.43;0.43;20.4;18.8;92.2;0.58;0.14;0;0;1.3;0.72;0.14;0.43;0.29;0;0;0;11.9;2.46;1.16;68
775;Cody Drameh;ENG;DF;Leeds United;Premier League;20;2001;3;1;128;1.4;0;0;0;0;0;0;0;0;0;0;42.9;55;77.9;662.1;284.3;27.9;31.4;88.6;12.9;16.4;78.3;2.14;2.86;75;0;0.71;2.14;1.43;0.71;4.29;55;36.4;18.6;0.71;0;4.29;0;1.43;0;0;0;0;27.1;17.9;10;1.43;32.9;2.14;17.9;0.71;42.9;0;0;2.14;3.57;1.43;1.43;0;0;0;0;0;0;0;0;0;0;0;0;4.29;2.14;2.86;1.43;0;1.43;2.86;50;1.43;20.7;5.71;27.6;11.4;7.14;2.14;1.43;0;0;1.43;2.14;6.43;1.43;0;67.1;2.14;26.4;31.4;15.7;1.43;48.6;1.43;2.86;50;1.43;0;32.1;201.4;116.4;6.43;2.86;0;0;0.71;32.9;30;91.3;1.43;0.71;0;0;1.43;0;0;1.43;2.14;0;0;0;6.43;0;1.43;0
776;Julian Draxler;GER;FWMF;Paris S-G;Ligue 1;28;1993;18;5;548;6.1;0.33;1.48;0.49;33.3;0.22;0.67;14.6;0;0;0;45.1;49.5;91.1;711.1;131.8;25.6;27.4;93.4;14.8;16.1;91.8;3.61;4.75;75.9;0.16;1.31;3.44;0.82;0.16;2.3;49.5;48.4;1.15;0.16;0.16;8.69;1.31;0.66;0.49;0.33;0;0;43.1;3.61;2.79;5.25;43.6;0;0.33;0;45.1;0.49;0.49;1.48;0.16;2.62;2.3;0.16;0.16;0;0;0;0.33;0.33;0;0;0;0;0;0.66;0.66;0;0.49;0.16;0.16;0.98;16.7;0.82;8.2;2.79;34;1.31;4.26;2.62;0.66;0;0;0.66;0.66;1.31;0.66;0;57.2;0.82;6.39;32;23.3;3.77;56.1;1.8;2.79;64.7;2.13;0.16;46.7;228.2;100.8;4.92;2.13;0.66;0.98;1.8;56.9;48.7;85.6;7.38;0;0;0;0.82;0.16;0.16;0.66;0.66;0;0;0;4.26;0.33;0.66;33.3
777;Matthieu Dreyer;FRA;GK;Lorient;Ligue 1;33;1989;16;16;1440;16;0;0;0;0;0;0;0;0;0;0;16.9;26.3;64.4;572;354.9;1.63;1.69;96.3;7.63;7.69;99.2;7.69;16.9;45.6;0;0;0;0;0;0;26.3;15.2;11.1;2.75;0;1.31;0.63;0;0;0;0;0;11;1.38;13.9;1.44;20.7;0.06;0;2.75;16.9;0.06;0.44;0.19;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19;0.13;66.7;0.19;0;0;0;0;0;0;0;0;0;0;28.7;26;28.5;0.19;0;0;17.6;0;0;0;0;0;10.8;49.8;31.6;0;0;0;0;0;10.4;10.4;99.4;0;0;0;0;0;0.13;0;0;0;0;0;0;3.44;0;0;0
778;Domingos Duarte;POR;DF;Granada;La Liga;27;1995;21;19;1687;18.7;0.05;0.32;0.05;16.7;0.17;1;8.7;0;0;0;29.3;37.5;78.1;684.5;256.7;7.22;8.5;84.9;15.3;17.9;85.6;6.52;10.5;61.9;0;0.05;1.93;0;0;2.14;37.5;35.6;1.93;1.76;0;5.13;1.28;0;0;0;0;0;23.2;3.69;10.6;2.19;30.3;3.26;0.16;0.05;29.3;0.05;0.75;0.96;0.32;0.37;0.32;0;0;0.05;0;0;0;0;0;0;0;0;0;1.07;0.48;0.59;0.43;0.05;0.32;0.53;60;0.21;6.52;2.19;33.6;3.48;2.73;0.32;1.76;1.12;0.05;0.64;1.39;2.46;5.24;0.16;47.9;8.45;26.4;22.8;1.5;0.64;46.3;0.05;0.16;33.3;0.05;0;23.9;125.4;57.3;1.12;0.21;0;0.21;0.05;26.3;25.7;97.8;0.05;0.37;0.05;0;1.55;0.86;0;0;0.48;0;0.16;0;10.4;2.57;1.39;64.9
779;Óscar Duarte;CRC;DF;Levante;La Liga;32;1989;23;20;1773;19.7;0.1;1.02;0.25;25;0.1;0.4;11.2;0;0;0;41.1;48.8;84.3;945.1;330.8;10.4;11.3;91.9;20.6;23.6;87.1;9.54;13;73.4;0;0.1;1.37;0;0;1.73;48.8;46.3;2.44;2.08;0;4.92;1.37;0;0;0;0;0;32.9;4.11;11.8;9.59;32.8;3.55;0;0.2;41.1;0.25;0.91;0.61;0.3;0.2;0.15;0;0;0.05;0;0;0;0;0;0;0;0;0;0.96;0.71;0.56;0.41;0;0.3;0.71;42.9;0.41;7.82;2.74;35.1;3.91;3.5;0.41;1.27;0.56;0;0.71;1.37;2.34;5.18;0;58.8;11.2;36.7;23.1;1.73;1.22;56.4;0.05;0.1;50;0.1;0;31.1;143.9;72.6;0.81;0;0;0;0.3;36.4;35.9;98.7;0.05;0.25;0;0;1.62;0.25;0.1;0;0.71;0;0;0;10.7;4.42;2.03;68.5
780;Rubén Duarte;ESP;DF;Alavés;La Liga;26;1995;34;31;2621;29.1;0;0.31;0.1;33.3;0;0;23.9;0;0;0;31.4;46.3;67.9;585.3;307.3;13.5;15.7;86.2;14;18.4;76;3.54;10.5;33.7;0.14;0.72;2.61;0.93;0.52;2.71;46.3;34.6;11.6;0.86;0;7.35;1.34;2.65;0.41;0.27;0.1;0;18.4;9.86;18;27.8;3.88;2.71;10.3;0;31.4;0.34;1.13;1.48;1.62;1.58;0.93;0.48;0;0;0.07;0.1;0.21;0.1;0.07;0;0;0.03;0;2.71;1.37;1.51;1;0.21;1.17;2.58;45.3;1.41;13.4;3.78;28.1;6.6;5.05;1.79;2.71;0.21;0;2.51;2.3;5.02;3.44;0;58.5;3.85;18.5;27;15.1;0.76;47;0.1;0.21;50;0.14;0;25.1;109.2;56.6;2.75;1.03;0.17;0.41;0.45;27.3;24.9;91.2;0.76;0.41;0.03;0.03;1.65;1.51;0.07;2.65;1.37;0.03;0.03;0;9.42;2.34;1.48;61.3
781;Leo Dubois;FRA;DF;Lyon;Ligue 1;27;1994;23;20;1742;19.4;0;0.52;0.05;10;0;0;21.3;0;0;0;58.7;70;83.8;1090.1;351.2;25.2;27.3;92.3;25.7;29.2;88.2;7.16;11.9;60.2;0;0.88;3.66;1.19;0.52;5.21;70;60;10;1.08;0.1;6.44;1.75;2.99;0.21;0;0.15;0;46.7;12.1;11.2;6.75;51.6;2.27;8.71;0;58.7;0.15;0.93;2.42;1.24;2.06;1.6;0.26;0;0.15;0.05;0;0.21;0.1;0;0;0.05;0.05;0;2.89;1.91;1.65;0.88;0.36;1.7;2.94;57.9;1.24;14.7;4.43;30.2;5.93;5.72;3.04;2.27;0.15;0.1;2.11;1.44;4.33;1.6;0;80.1;2.94;20.8;42.2;22.8;1.13;70.3;0.52;1.13;45.5;0.52;0.1;51.3;254.9;156.8;7.01;2.11;0.26;0.72;0.57;57.2;53.7;93.9;2.78;0.26;0;0;0.98;0.77;0.05;2.99;1.91;0.05;0;0;7.16;0.93;1.19;43.9
782;Martin Dúbravka;SVK;GK;Newcastle Utd;Premier League;33;1989;26;26;2340;26;0;0;0;0;0;0;0;0;0;0;20.6;32.5;63.3;785.4;541.4;2.65;2.65;100;7.5;7.62;98.5;10.3;22.1;46.6;0;0.08;0.58;0;0;0;32.5;19.3;13.2;4.04;0;2.27;0.88;0;0;0;0;0;11.7;0.42;20.4;1.69;25.7;0;0;3.31;20.6;0.19;0.69;0.19;0.08;0.08;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;0;0.08;0.19;0.04;20;0.19;0;0;0;0;0;0;0;0;0;0;34.5;28;34.2;0.46;0;0;21.6;0;0;0;0;0;14.9;87.6;45.6;0;0;0;0;0;12.5;12.5;100;0;0.04;0;0;0;0.23;0;0;0;0;0;0;4.08;0;0;0
783;Ondrej Duda;SVK;MF;Köln;Bundesliga;27;1994;31;20;1611;17.9;0.11;2.35;0.84;35.7;0.05;0.13;19.1;0;0;0;28.3;38;74.3;510.4;129.7;13.8;16.8;82.3;8.83;12.2;72.5;4.64;6.87;67.5;0;1.17;2.68;1.17;0.22;3.46;38;34.9;3.13;0.67;0.17;7.65;1.17;0.73;1.01;0.22;0.5;0;23.7;7.49;6.87;5.31;29.2;1.9;0.28;0.34;28.3;0.39;1.28;2.12;1.28;3.46;2.07;0.34;0.56;0.17;0.22;0.11;0.06;0;0;0.06;0;0;0;1.23;1.01;0.22;0.67;0.34;0.45;1.51;29.6;1.06;20.9;6.65;31.8;3.24;10.3;7.32;0.89;0.11;0;0.78;1.56;2.79;0.61;0;51.6;0.89;6.15;27.9;20.6;3.18;48.6;2.23;3.41;65.6;2.46;0;36.3;163.5;61.1;3.18;0.95;0.34;2.46;2.12;45.7;33.7;73.8;6.54;0.28;0;0;2.35;2.01;0;0.73;1.01;0;0;0;8.94;1.4;2.07;40.3
